           3           3   119.99999992934308
           3           4   109.47122063410565     
           3           5   89.999999050285879     
           3           6   89.999999699358966     
           3           7   76.628388600409437     
           3           8   71.637884357216237     
           3           9   69.193872546880399     
           3          10   64.981159653634165     
           3          11   60.513431640006885     
           3          12   63.434945116889253     
           3          13   56.212956406477367     
           3          14   54.313225652744698     
           3          15   52.068656795038748     
           3          16   50.317391010182980     
           3          17   50.384377024782793     
           3          18   48.457401541319946     
           3          19   45.564693764194892     
           3          20   46.292782084059610     
           3          21   45.292123030426183     
           3          22   43.783899741252824     
           3          23   41.843916570604847     
           3          24   42.070739111660053     
           3          25   40.841433727624889     
           3          26   39.833624025120386     
           3          27   40.215376704222592     
           3          28   38.649958802033133     
           3          29   37.473388419218793     
           3          30   37.281528061597726     
           3          31   37.174859071538776     
           3          32   37.377276926982752     
           3          33   35.498537138133969     
           3          34   34.712725832131163     
           3          35   34.321468473654654     
           3          36   34.056162420639524     
           3          37   33.212116152354248     
           3          38   33.732216538213727     
           3          39   32.509880049870979     
           3          40   32.331310098270080     
           3          41   32.089559211721927     
           3          42   31.857179195013089     
           3          43   31.451551383809178     
           3          44   31.697816739989594     
           3          45   30.872302718273637     
           3          46   30.292151311527277     
           3          47   29.805323117224397     
           3          48   29.905493512682909     
           3          49   29.314211886716812     
           3          50   29.237653957278560     
           3          51   28.727664004502138     
           3          52   28.391440425882475     
           3          53   28.159689703014731     
           3          54   27.907795209197594     
           3          55   27.633152116562620     
           3          56   27.420309292453943     
           3          57   27.032443009857275     
           3          58   26.975855464721121     
           3          59   26.740806437177270     
           3          60   26.595529340395732     
           3          61   26.272881678446250     
           3          62   26.083561957991815     
           3          63   25.947103789252850     
           3          64   25.622647692626508     
           3          65   25.356357308633829     
           3          66   25.308149807859571     
           3          67   25.275576865852859     
           3          68   24.927451608752289     
           3          69   24.769514228504590     
           3          70   24.602126598102853     
           3          71   24.505017053387203     
           3          72   24.137473569294055     
           3          73   24.088651374245263     
           3          74   23.834376089264044     
           3          75   23.764796758926092     
           3          76   23.585791379244192     
           3          77   23.512087140817457     
           3          78   23.516935889251702     
           3          79   23.304602075394701     
           3          80   23.057327023798475     
           3          81   22.847401646214735     
           3          82   22.724313834301700     
           3          83   22.566076138992102     
           3          84   22.464236317338084     
           3          85   22.301436863425774     
           3          86   22.132171268959112     
           3          87   22.081763544321195     
           3          88   21.848097090209961     
           3          89   21.809507630281779     
           3          90   21.754583038003428     
           3          91   21.559999322300236     
           3          92   21.483683417660114     
